TREECODE,TREESP,SITENUM,SITE,YEAR,TREENUM,NLEAVES,LEAFMASS,NGALLS,GALLMASS,NAME,STEM,LEAF
114,lobata,1,HNHR,2003,215,45,3.848,0,0,Andricus confertus,0,1
277,douglasi,4,SEDGWICK,2005,35,124,4.626,0,0,Andricus confertus,0,1
8,lobata,1,HNHR,2003,16,71,8.105,0,0,Andricus confertus,0,1
338,lobata,10,TOWER HS,2004,53,21,6.79,0,0,Andricus confertus,0,1
203,lobata,2,JASPER R,2002,92,45,8.072,0,0,Andricus confertus,0,1
34,lobata,1,HNHR,2006,66,35,3.548,0,0,Andricus confertus,0,1
342,lobata,10,TOWER HS,2002,57,32,3.426,0,0,Andricus confertus,0,1
192,lobata,2,JASPER R,2005,74,64,7.221,0,0,Andricus confertus,0,1
272,lobata,4,SEDGWICK,2001,23,30,3.84,0,0,Andricus confertus,0,1
374,lobata,11,DYE CRK,2000,32,46,5.808,0,0,Andricus confertus,0,1
470,lobata,8,LIEBRE M,2002,46,34,2.826,0,0,Andricus confertus,0,1
281,lobata,4,SEDGWICK,2001,45,32,13.355,2,0.006,Andricus confertus,0,1
372,lobata,11,DYE CRK,2003,30,43,7.715,0,0,Andricus confertus,0,1
475,lobata,8,LIEBRE M,2004,51,31,6.56,0,0,Andricus confertus,0,1
29,lobata,1,HNHR,2004,57,31,7.71,0,0,Andricus confertus,0,1
159,douglasi,2,JASPER R,2005,28,35,11.309,0,0,Andricus confertus,0,1
28,lobata,1,HNHR,2006,56,24,5.328,0,0,Andricus confertus,0,1
125,douglasi,1,HNHR,2005,229,76,9.907,0,0,Andricus confertus,0,1
191,lobata,2,JASPER R,2000,73,23,6.663,0,0,Andricus confertus,0,1
401,douglasi,12,SIERRA F,2005,20,78,2.567,0,0,Andricus confertus,0,1
56,douglasi,1,HNHR,2005,126,84,5.754,0,0,Andricus confertus,0,1
177,lobata,2,JASPER R,2003,58,57,4.49,0,0,Andricus confertus,0,1
246,lobata,3,POZO,2006,53,20,3.978,0,0,Andricus confertus,0,1
441,lobata,15,KAWEAH O,2005,1,18,3.678,0,0,Andricus confertus,0,1
10,douglasi,1,HNHR,2004,24,52,4.37,0,0,Andricus confertus,0,1
289,douglasi,8,LIEBRE M,2004,22,42,2.65,0,0,Andricus confertus,0,1
468,lobata,8,LIEBRE M,2000,44,26,2.097,0,0,Andricus confertus,0,1
267,douglasi,4,SEDGWICK,2005,11,45,5.456,0,0,Andricus confertus,0,1
380,lobata,11,DYE CRK,2004,38,30,4.83,0,0,Andricus confertus,0,1
178,lobata,2,JASPER R,2001,59,38,8.103,0,0,Andricus confertus,0,1
393,douglasi,12,SIERRA F,2004,12,12,4.28,0,0,Andricus confertus,0,1
373,lobata,11,DYE CRK,2003,31,46,6.525,5,0.037,Andricus confertus,0,1
87,lobata,1,HNHR,2003,173,106,7.815,0,0,Andricus confertus,0,1
70,douglasi,1,HNHR,2005,151,82,3.287,0,0,Andricus confertus,0,1
350,douglasi,11,DYE CRK,2004,8,78,5.165,16,0.01,Andricus confertus,0,1
372,lobata,11,DYE CRK,2004,30,61,3.62,0,0,Andricus confertus,0,1
432,lobata,9,HOPLAND,2000,64,42,3.375,0,0,Andricus confertus,0,1
342,lobata,10,TOWER HS,2004,57,17,3.54,0,0,Andricus confertus,0,1
470,lobata,8,LIEBRE M,2005,46,36,4.4,0,0,Andricus confertus,0,1
123,douglasi,1,HNHR,2004,227,56,6.11,0,0,Andricus confertus,0,1
429,douglasi,14,SAN JOAQ,2005,24,88,8.202,0,0,Andricus confertus,0,1
249,lobata,3,POZO,2003,56,28,4.284,0,0,Andricus confertus,0,1
192,lobata,2,JASPER R,2006,74,7,1.477,0,0,Andricus confertus,0,1
395,douglasi,12,SIERRA F,2005,14,54,4.554,0,0,Andricus confertus,0,1
271,douglasi,4,SEDGWICK,2004,19,51,2.97,0,0,Andricus confertus,0,1
80,lobata,1,HNHR,2006,163,21,2.35,0,0,Andricus confertus,0,1
197,lobata,2,JASPER R,2005,81,70,10.755,0,0,Andricus confertus,0,1
98,lobata,1,HNHR,2000,191,30,2.215,0,0,Andricus confertus,0,1
100,lobata,1,HNHR,2002,193,33,4.904,0,0,Andricus confertus,0,1
143,lobata,2,JASPER R,2002,6,56,6.446,0,0,Andricus confertus,0,1
380,lobata,11,DYE CRK,2006,38,18,2.13,0,0,Andricus confertus,0,1
257,douglasi,4,SEDGWICK,2005,1,22,2.731,0,0,Andricus confertus,0,1
112,lobata,1,HNHR,2003,213,37,6.028,0,0,Andricus confertus,0,1
301,douglasi,8,LIEBRE M,2004,34,64,3.05,0,0,Andricus confertus,0,1
272,lobata,4,SEDGWICK,2004,23,49,6.63,0,0,Andricus confertus,0,1
150,lobata,2,JASPER R,2004,14,45,3.61,5,0.0044,Andricus confertus,0,1
36,lobata,1,HNHR,2006,72,34,9.984,0,0,Andricus confertus,0,1
118,douglasi,1,HNHR,2005,220,63,11.34,0,0,Andricus confertus,0,1
192,lobata,2,JASPER R,2002,74,22,2.453,0,0,Andricus confertus,0,1
83,douglasi,1,HNHR,2005,168,44,10.765,0,0,Andricus confertus,0,1
469,lobata,8,LIEBRE M,2001,45,30,5.272,0,0,Andricus confertus,0,1
474,lobata,8,LIEBRE M,2001,50,55,7.344,0,0,Andricus confertus,0,1
431,lobata,9,HOPLAND,2002,63,97,9.12,0,0,Andricus confertus,0,1
91,douglasi,1,HNHR,2005,180,84,6.361,0,0,Andricus confertus,0,1
471,lobata,8,LIEBRE M,2000,47,40,6.537,0,0,Andricus confertus,0,1
44,lobata,1,HNHR,2003,103,66,7.603,0,0,Andricus confertus,0,1
45,lobata,1,HNHR,2006,106,59,9.101,0,0,Andricus confertus,0,1
280,lobata,4,SEDGWICK,2004,44,27,3.91,0,0,Andricus confertus,0,1
21,douglasi,1,HNHR,2005,47,51,3.066,0,0,Andricus confertus,0,1
218,lobata,3,POZO,2005,14,13,2.721,0,0,Andricus confertus,0,1
307,douglasi,8,LIEBRE M,2004,40,118,4.07,0,0,Andricus confertus,0,1
400,douglasi,12,SIERRA F,2004,19,45,2.99,0,0,Andricus confertus,0,1
285,lobata,4,SEDGWICK,2003,49,68,5.46,0,0,Andricus confertus,0,1
340,lobata,10,TOWER HS,2001,55,63,8.298,4,0.009,Andricus confertus,0,1
362,douglasi,11,DYE CRK,2005,20,62,5.594,0,0,Andricus confertus,0,1
11,douglasi,1,HNHR,2004,25,64,3.6,0,0,Andricus confertus,0,1
89,lobata,1,HNHR,2004,177,65,10.23,0,0,Andricus confertus,0,1
346,douglasi,11,DYE CRK,2004,4,45,3.38,0,0,Andricus confertus,0,1
81,douglasi,1,HNHR,2004,165,67,4.96,0,0,Andricus confertus,0,1
272,lobata,4,SEDGWICK,2005,23,56,7.723,0,0,Andricus confertus,0,1
71,lobata,1,HNHR,2001,152,36,5.275,0,0,Andricus confertus,0,1
381,lobata,11,DYE CRK,2005,39,37,7.548,61,0.228,Andricus confertus,0,1
474,lobata,8,LIEBRE M,2002,50,87,6.827,0,0,Andricus confertus,0,1
207,lobata,2,JASPER R,2002,99,57,6.195,0,0,Andricus confertus,0,1
431,lobata,9,HOPLAND,2003,63,43,4.963,0,0,Andricus confertus,0,1
187,lobata,2,JASPER R,2001,69,43,3.905,0,0,Andricus confertus,0,1
333,lobata,10,TOWER HS,2003,8,25,3.838,0,0,Andricus confertus,0,1
482,lobata,12,SIERRA F,2005,44,33,3.952,0,0,Andricus confertus,0,1
64,lobata,1,HNHR,2002,140,45,4.753,0,0,Andricus confertus,0,1
191,lobata,2,JASPER R,2004,73,26,7.06,0,0,Andricus confertus,0,1
436,lobata,9,HOPLAND,2001,68,22,3.842,0,0,Andricus confertus,0,1
96,lobata,1,HNHR,2004,188,49,7.66,0,0,Andricus confertus,0,1
23,douglasi,1,HNHR,2005,50,85,7.19,0,0,Andricus confertus,0,1
114,lobata,1,HNHR,2002,215,45,4.447,0,0,Andricus confertus,0,1
3,lobata,1,HNHR,2002,4,45,3.912,0,0,Andricus confertus,0,1
379,lobata,11,DYE CRK,2001,37,51,9.544,12,0.088,Andricus confertus,0,1
69,lobata,1,HNHR,2000,150,50,4.815,7,0.023,Andricus confertus,0,1
319,douglasi,9,HOPLAND,2004,52,49,4.09,0,0,Andricus confertus,0,1
18,lobata,1,HNHR,2001,44,59,6.811,0,0,Andricus confertus,0,1
187,lobata,2,JASPER R,2002,69,36,4.892,0,0,Andricus confertus,0,1
89,lobata,1,HNHR,2005,177,40,9.347,0,0,Andricus confertus,0,1
468,lobata,8,LIEBRE M,2004,44,52,4.38,0,0,Andricus confertus,0,1
26,lobata,1,HNHR,2001,53,51,12.456,32,0.121,Andricus confertus,0,1
375,lobata,11,DYE CRK,2005,33,25,5.214,4,0.009,Andricus confertus,0,1
341,lobata,10,TOWER HS,2006,56,25,1.991,0,0,Andricus confertus,0,1
431,lobata,9,HOPLAND,2006,63,24,2.316,0,0,Andricus confertus,0,1
391,douglasi,12,SIERRA F,2004,10,39,0,0,0,Andricus confertus,0,1
214,douglasi,3,POZO,2005,9,82,3.703,0,0,Andricus confertus,0,1
469,lobata,8,LIEBRE M,2003,45,33,4.599,0,0,Andricus confertus,0,1
218,lobata,3,POZO,2001,14,77,6.945,0,0,Andricus confertus,0,1
239,lobata,3,POZO,2001,43,71,5.419,0,0,Andricus confertus,0,1
137,lobata,1,HNHR,2004,247,24,4.87,0,0,Andricus confertus,0,1
285,lobata,4,SEDGWICK,2005,49,57,6.332,3,0.004,Andricus confertus,0,1
455,douglasi,16,KAWEAH R,2005,15,57,5.292,0,0,Andricus confertus,0,1
479,lobata,12,SIERRA F,2004,41,26,4.57,0,0,Andricus confertus,0,1
26,lobata,1,HNHR,2002,53,42,9.66,13,0.012,Andricus confertus,0,1
472,lobata,8,LIEBRE M,2005,48,24,4.765,0,0,Andricus confertus,0,1
404,douglasi,12,SIERRA F,2005,24,60,4.361,0,0,Andricus confertus,0,1
302,douglasi,8,LIEBRE M,2004,35,80,5.91,0,0,Andricus confertus,0,1
371,lobata,11,DYE CRK,2006,29,27,3.687,0,0,Andricus confertus,0,1
440,lobata,9,HOPLAND,2005,72,22,8.474,0,0,Andricus confertus,0,1
143,lobata,2,JASPER R,2005,6,35,4.597,0,0,Andricus confertus,0,1
134,lobata,1,HNHR,2005,243,45,8.702,0,0,Andricus confertus,0,1
197,lobata,2,JASPER R,2003,81,58,7.953,0,0,Andricus confertus,0,1
35,lobata,1,HNHR,2003,68,63,6.138,0,0,Andricus confertus,0,1
406,douglasi,14,SAN JOAQ,2005,1,106,3.659,0,0,Andricus confertus,0,1
437,lobata,9,HOPLAND,2002,69,31,7.498,0,0,Andricus confertus,0,1
466,lobata,8,LIEBRE M,2000,42,29,3.461,0,0,Andricus confertus,0,1
267,douglasi,4,SEDGWICK,2004,11,35,4.13,0,0,Andricus confertus,0,1
57,lobata,1,HNHR,2005,127,34,3.669,0,0,Andricus confertus,0,1
206,lobata,2,JASPER R,2004,98,40,6.48,0,0,Andricus confertus,0,1
163,douglasi,2,JASPER R,2004,34,41,4.55,0,0,Andricus confertus,0,1
42,lobata,1,HNHR,2002,92,57,6.96,5,0.001,Andricus confertus,0,1
250,douglasi,3,POZO,2004,57,80,3.43,0,0,Andricus confertus,0,1
79,lobata,1,HNHR,2004,161,43,5.03,0,0,Andricus confertus,0,1
350,douglasi,11,DYE CRK,2005,8,36,3.837,0,0,Andricus confertus,0,1
379,lobata,11,DYE CRK,2004,37,43,6.48,0,0,Andricus confertus,0,1
252,lobata,3,POZO,2003,59,54,5.485,0,0,Andricus confertus,0,1
282,lobata,4,SEDGWICK,2000,46,44,9.423,0,0,Andricus confertus,0,1
241,lobata,3,POZO,2003,46,69,7.607,3,0.001,Andricus confertus,0,1
102,lobata,1,HNHR,2002,197,48,4.519,0,0,Andricus confertus,0,1
129,lobata,1,HNHR,2002,235,22,7.183,0,0,Andricus confertus,0,1
355,douglasi,11,DYE CRK,2005,13,105,5.082,0,0,Andricus confertus,0,1
92,douglasi,1,HNHR,2005,183,63,4.585,0,0,Andricus confertus,0,1
415,douglasi,14,SAN JOAQ,2004,10,98,0,0,0,Andricus confertus,0,1
198,lobata,2,JASPER R,2006,82,12,3.575,0,0,Andricus confertus,0,1
333,lobata,10,TOWER HS,2000,8,38,4.735,0,0,Andricus confertus,0,1
388,douglasi,12,SIERRA F,2004,7,52,3.77,0,0,Andricus confertus,0,1
113,lobata,1,HNHR,2006,214,32,4.426,0,0,Andricus confertus,0,1
440,lobata,9,HOPLAND,2001,72,62,5.69,0,0,Andricus confertus,0,1
207,lobata,2,JASPER R,2003,99,61,4.699,0,0,Andricus confertus,0,1
84,lobata,1,HNHR,2005,169,28,4.368,0,0,Andricus confertus,0,1
345,douglasi,11,DYE CRK,2005,3,85,4.054,0,0,Andricus confertus,0,1
250,douglasi,3,POZO,2005,57,157,6.138,0,0,Andricus confertus,0,1
218,lobata,3,POZO,2003,14,41,3.861,0,0,Andricus confertus,0,1
97,lobata,1,HNHR,2000,189,29,4.322,0,0,Andricus confertus,0,1
31,lobata,1,HNHR,2000,61,23,4.178,0,0,Andricus confertus,0,1
293,douglasi,8,LIEBRE M,2005,26,73,3.147,0,0,Andricus confertus,0,1
282,lobata,4,SEDGWICK,2001,46,31,7.322,0,0,Andricus confertus,0,1
4,lobata,1,HNHR,2001,6,29,5.504,0,0,Andricus confertus,0,1
79,lobata,1,HNHR,2005,161,53,10.585,1,1.00E-04,Andricus confertus,0,1
272,lobata,4,SEDGWICK,2003,23,41,4.3,0,0,Andricus confertus,0,1
69,lobata,1,HNHR,2003,150,73,6.722,0,0,Andricus confertus,0,1
141,lobata,2,JASPER R,2003,2,32,3.166,0,0,Andricus confertus,0,1
191,lobata,2,JASPER R,2001,73,18,5.602,0,0,Andricus confertus,0,1
21,douglasi,1,HNHR,2004,47,47,5.7,0,0,Andricus confertus,0,1
248,douglasi,3,POZO,2004,55,59,2.55,0,0,Andricus confertus,0,1
227,douglasi,3,POZO,2005,23,59,2.707,0,0,Andricus confertus,0,1
178,lobata,2,JASPER R,2004,59,21,4.77,0,0,Andricus confertus,0,1
97,lobata,1,HNHR,2001,189,84,6.282,0,0,Andricus confertus,0,1
177,lobata,2,JASPER R,2006,58,11,2.201,0,0,Andricus confertus,0,1
104,lobata,1,HNHR,2004,199,54,5.46,0,0,Andricus confertus,0,1
28,lobata,1,HNHR,2000,56,42,13.715,0,0,Andricus confertus,0,1
19,lobata,1,HNHR,2004,45,27,7.46,0,0,Andricus confertus,0,1
285,lobata,4,SEDGWICK,2002,49,61,5.433,0,0,Andricus confertus,0,1
339,lobata,10,TOWER HS,2006,54,23,5.476,0,0,Andricus confertus,0,1
5,lobata,1,HNHR,2005,10,45,4.132,0,0,Andricus confertus,0,1
339,lobata,10,TOWER HS,2000,54,43,10.448,0,0,Andricus confertus,0,1
282,lobata,4,SEDGWICK,2002,46,35,7.569,0,0,Andricus confertus,0,1
85,lobata,1,HNHR,2000,171,25,3.208,0,0,Andricus confertus,0,1
179,lobata,2,JASPER R,2004,60,34,3,0,0,Andricus confertus,0,1
71,lobata,1,HNHR,2000,152,22,3.542,0,0,Andricus confertus,0,1
32,lobata,1,HNHR,2001,62,32,4.73,0,0,Andricus confertus,0,1
307,douglasi,8,LIEBRE M,2005,40,183,6.083,0,0,Andricus confertus,0,1
261,douglasi,4,SEDGWICK,2004,5,91,6.92,0,0,Andricus confertus,0,1
215,lobata,3,POZO,2003,10,31,5.659,0,0,Andricus confertus,0,1
245,lobata,3,POZO,2004,51,34,4.17,0,0,Andricus confertus,0,1
239,lobata,3,POZO,2006,43,14,4.179,0,0,Andricus confertus,0,1
200,lobata,2,JASPER R,2005,88,71,7.618,0,0,Andricus confertus,0,1
191,lobata,2,JASPER R,2002,73,34,6.428,6,0.008,Andricus confertus,0,1
252,lobata,3,POZO,2006,59,45,4.124,0,0,Andricus confertus,0,1
123,douglasi,1,HNHR,2005,227,110,10.787,0,0,Andricus confertus,0,1
341,lobata,10,TOWER HS,2000,56,49,7.142,0,0,Andricus confertus,0,1
113,lobata,1,HNHR,2005,214,47,7.752,0,0,Andricus confertus,0,1
351,douglasi,11,DYE CRK,2004,9,29,5.03,0,0,Andricus confertus,0,1
80,lobata,1,HNHR,2001,163,49,7.624,0,0,Andricus confertus,0,1
45,lobata,1,HNHR,2003,106,89,9.463,0,0,Andricus confertus,0,1
63,lobata,1,HNHR,2002,139,50,5.189,0,0,Andricus confertus,0,1
439,lobata,9,HOPLAND,2004,71,25,7.7,0,0,Andricus confertus,0,1
380,lobata,11,DYE CRK,2000,38,75,9.78,0,0,Andricus confertus,0,1
4,lobata,1,HNHR,2003,6,40,5.57,0,0,Andricus confertus,0,1
156,lobata,2,JASPER R,2003,24,53,7.415,0,0,Andricus confertus,0,1
336,lobata,10,TOWER HS,2002,11,37,6.187,0,0,Andricus confertus,0,1
32,lobata,1,HNHR,2002,62,51,5.777,0,0,Andricus confertus,0,1
437,lobata,9,HOPLAND,2000,69,55,13.719,0,0,Andricus confertus,0,1
236,lobata,3,POZO,2005,35,57,3.095,0,0,Andricus confertus,0,1
207,lobata,2,JASPER R,2006,99,18,2.403,0,0,Andricus confertus,0,1
85,lobata,1,HNHR,2001,171,57,4.901,0,0,Andricus confertus,0,1
340,lobata,10,TOWER HS,2006,55,8,3.506,0,0,Andricus confertus,0,1
440,lobata,9,HOPLAND,2003,72,82,10.044,11,0.054,Andricus confertus,0,1
476,lobata,12,SIERRA F,2002,38,25,4.626,0,0,Andricus confertus,0,1
238,lobata,3,POZO,2002,40,76,4.332,0,0,Andricus confertus,0,1
60,lobata,1,HNHR,2003,131,62,6.727,0,0,Andricus confertus,0,1
25,lobata,1,HNHR,2006,52,16,2.552,0,0,Andricus confertus,0,1
135,lobata,1,HNHR,2005,245,32,6.168,0,0,Andricus confertus,0,1
137,lobata,1,HNHR,2003,247,48,7.406,0,0,Andricus confertus,0,1
336,lobata,10,TOWER HS,2006,11,16,3.812,0,0,Andricus confertus,0,1
195,lobata,2,JASPER R,2005,79,65,10.291,0,0,Andricus confertus,0,1
45,lobata,1,HNHR,2004,106,25,3.16,0,0,Andricus confertus,0,1
288,douglasi,8,LIEBRE M,2005,21,43,6.728,0,0,Andricus confertus,0,1
283,lobata,4,SEDGWICK,2003,47,44,6.042,0,0,Andricus confertus,0,1
317,douglasi,9,HOPLAND,2005,11,58,4.252,0,0,Andricus confertus,0,1
7,lobata,1,HNHR,2006,15,17,3.293,0,0,Andricus confertus,0,1
471,lobata,8,LIEBRE M,2002,47,47,4.417,0,0,Andricus confertus,0,1
44,lobata,1,HNHR,2005,103,22,4.448,0,0,Andricus confertus,0,1
28,lobata,1,HNHR,2003,56,59,9.17,0,0,Andricus confertus,0,1
265,douglasi,4,SEDGWICK,2004,9,69,5.11,0,0,Andricus confertus,0,1
173,douglasi,2,JASPER R,2004,46,41,3.6,0,0,Andricus confertus,0,1
480,lobata,12,SIERRA F,2006,42,24,2.714,0,0,Andricus confertus,0,1
71,lobata,1,HNHR,2002,152,24,2.746,0,0,Andricus confertus,0,1
13,douglasi,1,HNHR,2004,27,36,3.46,0,0,Andricus confertus,0,1
133,lobata,1,HNHR,2003,242,32,7.285,0,0,Andricus confertus,0,1
215,lobata,3,POZO,2005,10,28,4.011,0,0,Andricus confertus,0,1
462,douglasi,16,KAWEAH R,2005,22,42,3.916,0,0,Andricus confertus,0,1
25,lobata,1,HNHR,2002,52,38,8.023,0,0,Andricus confertus,0,1
155,douglasi,2,JASPER R,2004,23,34,3.73,0,0,Andricus confertus,0,1
476,lobata,12,SIERRA F,2003,38,43,6.865,0,0,Andricus confertus,0,1
469,lobata,8,LIEBRE M,2006,45,36,3.063,0,0,Andricus confertus,0,1
171,douglasi,2,JASPER R,2005,44,64,9.528,0,0,Andricus confertus,0,1
60,lobata,1,HNHR,2004,131,48,5.6,0,0,Andricus confertus,0,1
332,lobata,10,TOWER HS,2006,7,28,2.665,0,0,Andricus confertus,0,1
36,lobata,1,HNHR,2002,72,30,7.145,3,0.003,Andricus confertus,0,1
253,lobata,3,POZO,2001,60,101,11.337,10,0.048,Andricus confertus,0,1
452,douglasi,16,KAWEAH R,2004,12,45,2.34,0,0,Andricus confertus,0,1
483,lobata,12,SIERRA F,2001,45,40,9.016,6,0.032,Andricus confertus,0,1
413,douglasi,14,SAN JOAQ,2004,8,78,3.38,0,0,Andricus confertus,0,1
252,lobata,3,POZO,2002,59,47,2.808,0,0,Andricus confertus,0,1
102,lobata,1,HNHR,2001,197,45,6.157,0,0,Andricus confertus,0,1
3,lobata,1,HNHR,2006,4,19,2.442,0,0,Andricus confertus,0,1
442,lobata,15,KAWEAH O,2004,2,19,4.04,3,0.03,Andricus confertus,0,1
337,lobata,10,TOWER HS,2006,52,26,3.381,0,0,Andricus confertus,0,1
70,douglasi,1,HNHR,2004,151,52,2.55,0,0,Andricus confertus,0,1
65,lobata,1,HNHR,2005,142,26,5.402,0,0,Andricus confertus,0,1
314,douglasi,9,HOPLAND,2005,8,63,5.865,0,0,Andricus confertus,0,1
131,lobata,1,HNHR,2006,239,23,4.632,2,0.032,Andricus confertus,0,1
43,lobata,1,HNHR,2006,98,36,4.289,0,0,Andricus confertus,0,1
137,lobata,1,HNHR,2005,247,28,7.569,0,0,Andricus confertus,0,1
179,lobata,2,JASPER R,2002,60,38,5.006,0,0,Andricus confertus,0,1
305,douglasi,8,LIEBRE M,2004,38,50,4.01,0,0,Andricus confertus,0,1
375,lobata,11,DYE CRK,2001,33,31,10.415,27,0.085,Andricus confertus,0,1
224,douglasi,3,POZO,2005,20,37,1.308,0,0,Andricus confertus,0,1
136,douglasi,1,HNHR,2004,246,43,4.22,0,0,Andricus confertus,0,1
227,douglasi,3,POZO,2004,23,102,3.29,0,0,Andricus confertus,0,1
308,douglasi,9,HOPLAND,2005,2,29,1.874,0,0,Andricus confertus,0,1
473,lobata,8,LIEBRE M,2005,49,47,6.55,0,0,Andricus confertus,0,1
79,lobata,1,HNHR,2006,161,49,6.558,0,0,Andricus confertus,0,1
381,lobata,11,DYE CRK,2002,39,28,6.127,0,0,Andricus confertus,0,1
102,lobata,1,HNHR,2006,197,20,4.539,0,0,Andricus confertus,0,1
114,lobata,1,HNHR,2004,215,30,3.72,0,0,Andricus confertus,0,1
78,lobata,1,HNHR,2005,160,29,7.666,0,0,Andricus confertus,0,1
116,douglasi,1,HNHR,2004,218,37,10.72,0,0,Andricus confertus,0,1
434,lobata,9,HOPLAND,2005,66,67,5.59,0,0,Andricus confertus,0,1
202,lobata,2,JASPER R,2003,91,40,8.886,0,0,Andricus confertus,0,1
152,douglasi,2,JASPER R,2004,20,32,5.04,0,0,Andricus confertus,0,1
4,lobata,1,HNHR,2006,6,51,8.454,19,0.02,Andricus confertus,0,1
186,lobata,2,JASPER R,2004,68,100,3.28,0,0,Andricus confertus,0,1
422,douglasi,14,SAN JOAQ,2004,17,57,3.5,0,0,Andricus confertus,0,1
254,lobata,3,POZO,2003,72,49,4.613,0,0,Andricus confertus,0,1
436,lobata,9,HOPLAND,2004,68,30,6.55,0,0,Andricus confertus,0,1
334,lobata,10,TOWER HS,2001,9,31,5.132,0,0,Andricus confertus,0,1
439,lobata,9,HOPLAND,2002,71,45,10.919,0,0,Andricus confertus,0,1
209,douglasi,3,POZO,2005,2,98,3.874,0,0,Andricus confertus,0,1
333,lobata,10,TOWER HS,2001,8,33,3.709,0,0,Andricus confertus,0,1
8,lobata,1,HNHR,2005,16,44,5.288,0,0,Andricus confertus,0,1
239,lobata,3,POZO,2000,43,42,4.121,0,0,Andricus confertus,0,1
235,lobata,3,POZO,2002,34,35,5.292,0,0,Andricus confertus,0,1
44,lobata,1,HNHR,2002,103,33,3.92,0,0,Andricus confertus,0,1
200,lobata,2,JASPER R,2004,88,29,3.8,0,0,Andricus confertus,0,1
242,lobata,3,POZO,2004,48,37,5.48,0,0,Andricus confertus,0,1
450,lobata,15,KAWEAH O,2005,10,30,5.964,0,0,Andricus confertus,0,1
276,douglasi,4,SEDGWICK,2004,34,50,4.23,0,0,Andricus confertus,0,1
43,lobata,1,HNHR,2003,98,28,2.444,0,0,Andricus confertus,0,1
305,douglasi,8,LIEBRE M,2005,38,87,3.063,0,0,Andricus confertus,0,1
340,lobata,10,TOWER HS,2000,55,63,9.978,0,0,Andricus confertus,0,1
363,douglasi,11,DYE CRK,2004,21,63,7.9,0,0,Andricus confertus,0,1
193,lobata,2,JASPER R,2001,75,25,5.554,0,0,Andricus confertus,0,1
379,lobata,11,DYE CRK,2005,37,34,7.492,0,0,Andricus confertus,0,1
279,lobata,4,SEDGWICK,2004,43,51,6.35,0,0,Andricus confertus,0,1
98,lobata,1,HNHR,2006,191,37,2.869,0,0,Andricus confertus,0,1
334,lobata,10,TOWER HS,2002,9,20,3.719,0,0,Andricus confertus,0,1
241,lobata,3,POZO,2005,46,49,2.985,0,0,Andricus confertus,0,1
186,lobata,2,JASPER R,2005,68,31,2.942,0,0,Andricus confertus,0,1
132,lobata,1,HNHR,2005,241,9,2.303,0,0,Andricus confertus,0,1
89,lobata,1,HNHR,2003,177,48,5.942,0,0,Andricus confertus,0,1
322,douglasi,9,HOPLAND,2005,55,42,5.552,0,0,Andricus confertus,0,1
138,lobata,1,HNHR,2004,248,29,6,15,0.04,Andricus confertus,0,1
19,lobata,1,HNHR,2006,45,43,7.943,0,0,Andricus confertus,0,1
213,lobata,3,POZO,2001,7,45,7.304,7,0.009,Andricus confertus,0,1
29,lobata,1,HNHR,2000,57,20,4.309,0,0,Andricus confertus,0,1
371,lobata,11,DYE CRK,2004,29,60,5.52,5,0.01,Andricus confertus,0,1
28,lobata,1,HNHR,2001,56,24,8.52,0,0,Andricus confertus,0,1
235,lobata,3,POZO,2003,34,49,9.529,0,0,Andricus confertus,0,1
243,lobata,3,POZO,2004,49,34,4.28,0,0,Andricus confertus,0,1
106,lobata,1,HNHR,2005,203,39,7.979,0,0,Andricus confertus,0,1
112,lobata,1,HNHR,2004,213,32,4.81,0,0,Andricus confertus,0,1
287,lobata,4,SEDGWICK,2001,51,71,4.629,0,0,Andricus confertus,0,1
272,lobata,4,SEDGWICK,2006,23,22,2.465,0,0,Andricus confertus,0,1
339,lobata,10,TOWER HS,2001,54,34,8.037,7,0.012,Andricus confertus,0,1
282,lobata,4,SEDGWICK,2003,46,33,6.85,0,0,Andricus confertus,0,1
142,lobata,2,JASPER R,2004,5,17,3.52,17,0.03,Andricus confertus,0,1
247,lobata,3,POZO,2003,54,62,7.634,19,0.168,Andricus confertus,0,1
63,lobata,1,HNHR,2006,139,104,12.036,0,0,Andricus confertus,0,1
299,douglasi,8,LIEBRE M,2004,32,68,3.94,0,0,Andricus confertus,0,1
35,lobata,1,HNHR,2001,68,43,5.458,0,0,Andricus confertus,0,1
199,lobata,2,JASPER R,2000,83,80,12.525,0,0,Andricus confertus,0,1
77,lobata,1,HNHR,2006,159,31,5.351,0,0,Andricus confertus,0,1
133,lobata,1,HNHR,2002,242,32,5.602,0,0,Andricus confertus,0,1
312,douglasi,9,HOPLAND,2004,6,41,4.14,0,0,Andricus confertus,0,1
235,lobata,3,POZO,2004,34,54,6.84,0,0,Andricus confertus,0,1
448,lobata,15,KAWEAH O,2006,8,33,1.995,0,0,Andricus confertus,0,1
72,douglasi,1,HNHR,2004,153,70,0,0,0,Andricus confertus,0,1
182,lobata,2,JASPER R,2005,63,65,8.953,0,0,Andricus confertus,0,1
74,douglasi,1,HNHR,2005,155,39,7.046,0,0,Andricus confertus,0,1
398,douglasi,12,SIERRA F,2005,17,42,1.865,0,0,Andricus confertus,0,1
270,douglasi,4,SEDGWICK,2004,16,70,3.7,0,0,Andricus confertus,0,1
