"Obs.ID","Obs.Date","Sub.Date","Update.Date","User","Taxon.ID","Taxon.Name","Taxon.Common.Name","Grade","Latitude","Longitude","Accuracy..m.","Place.Description","Life.Stage","Evidence.of.Presence","Gall.Generation","Gall.Phenophase","observed_on","agdd","phenogen"
67018492,"2020-12-23T12:19:00-06:00","2020-12-24T14:32:35-06:00","2022-05-21T16:53:00-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.7681116667,-97.3744783333,NA,"Crestwood, Fort Worth, TX 76107, USA",NA,"29","unisexual","developing","2020-12-23",12811.1318359,"Agamic Developing"
67015230,"2020-12-22T13:37:00-06:00","2020-12-24T13:04:11-06:00","2022-05-21T16:47:13-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.8309533333,-97.47654,NA,"Fort Worth, TX, USA",NA,"29","unisexual","perimature","2020-12-22",12388.8632812,"Agamic Perimature"
67013195,"2020-12-21T16:31:00-06:00","2020-12-24T12:12:59-06:00","2022-05-21T16:53:23-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.68544,-97.3740066667,NA,"Foster Park, Fort Worth, TX 76109, USA",NA,"29","unisexual","developing","2020-12-21",12626.3525391,"Agamic Developing"
66989232,"2020-12-23T16:23:30-06:00","2020-12-23T21:11:58-06:00","2022-05-21T16:41:52-05:00","djringer",1195335,"Belonocnema kinseyi",NA,"research",28.37337,-98.1159445,4,"Airport Rd, George West, TX, US",NA,"29","unisexual","perimature","2020-12-23",14889.1328125,"Agamic Perimature"
66977097,"2020-12-21T16:07:00-06:00","2020-12-23T15:45:07-06:00","2022-05-21T16:45:24-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.684575,-97.3743016667,NA,"Foster Park, Fort Worth, TX 76109, USA",NA,"29","unisexual","developing","2020-12-21",12626.3525391,"Agamic Developing"
66857613,"2020-12-20T12:53:32-06:00","2020-12-20T20:19:23-06:00","2022-05-21T16:41:31-05:00","idat51",1195335,"Belonocnema kinseyi",NA,"research",29.6262616667,-98.2219916667,16,"Oak Ct, Schertz, TX, US",NA,"29","unisexual","perimature","2020-12-20",13544.8964844,"Agamic Perimature"
66750472,"2020-12-18T15:53:51+00:00","2020-12-18T21:55:11+00:00","2022-05-21T21:45:15+00:00","smurfette",1195335,"Belonocnema kinseyi",NA,"research",32.5004707749,-98.5012204369,483,"IH-20 W, Ranger, TX, US",NA,"29","unisexual","developing","2020-12-18",12151.9951172,"Agamic Developing"
66588846,"2020-12-10T15:56:00-06:00","2020-12-14T17:12:31-06:00","2022-05-21T16:41:23-05:00","austinrkelly",1195335,"Belonocnema kinseyi",NA,"research",30.9166861111,-99.8739944444,NA,"Menard, Texas, United States",NA,"29","unisexual","perimature","2020-12-10",11774.4228516,"Agamic Perimature"
66588844,"2020-12-10T15:56:00-06:00","2020-12-14T17:12:31-06:00","2022-05-21T16:41:19-05:00","austinrkelly",1195335,"Belonocnema kinseyi",NA,"research",30.9166861111,-99.8739944444,NA,"Menard, Texas, United States",NA,"29","unisexual","perimature","2020-12-10",11774.4228516,"Agamic Perimature"
66534841,"2020-12-13T14:05:51-06:00","2020-12-13T14:06:50-06:00","2022-05-21T16:44:58-05:00","khashagen",1195335,"Belonocnema kinseyi",NA,"research",30.40893597,-91.10511022,10,"Baton Rouge, LA 70808, USA",NA,"29","unisexual","developing","2020-12-13",13405.6171875,"Agamic Developing"
66488646,"2020-12-12T13:22:00-06:00","2020-12-12T16:58:42-06:00","2022-05-21T16:41:07-05:00","banditoeagle",1195335,"Belonocnema kinseyi",NA,"research",30.4260449,-97.7946527,966,"The Park At Spicewood Springs, Austin, TX 78750, USA",NA,"29","unisexual","perimature","2020-12-12",13178.9501953,"Agamic Perimature"
66477463,"2020-12-10T16:57:00-06:00","2020-12-12T13:15:00-06:00","2022-05-21T16:41:00-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.7019816667,-97.155405,NA,"Dalworthington Gardens, TX, USA",NA,"29","unisexual","perimature","2020-12-10",12341.1337891,"Agamic Perimature"
66430704,"2020-12-09T16:42:00-06:00","2020-12-11T14:07:26-06:00","2022-05-21T16:40:55-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.68123,-97.37038,NA,"South Hills, Fort Worth, TX, USA",NA,"29","unisexual","perimature","2020-12-09",12418.9042969,"Agamic Perimature"
66425906,"2020-11-24T14:56:00-06:00","2020-12-11T12:09:17-06:00","2022-05-21T16:14:15-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.7355,-97.3661533333,NA,"Fort Worth, TX, USA",NA,"29","unisexual","developing","2020-11-24",12311.3535156,"Agamic Developing"
66267038,"2020-12-06T13:29:00-06:00","2020-12-07T16:17:34-06:00","2022-05-21T16:40:47-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.83178,-97.3916533333,NA,"Fort Worth, TX, USA",NA,"29","unisexual","perimature","2020-12-06",12167.9609375,"Agamic Perimature"
66175708,"2020-12-05T14:29:38-06:00","2020-12-05T23:49:04-06:00","2022-05-21T16:40:43-05:00","chelseaceae",1195335,"Belonocnema kinseyi",NA,"research",30.2441051472,-97.7936367764,260,"Barton Hills, Austin, TX, US",NA,"29","unisexual","perimature","2020-12-05",13279.0527344,"Agamic Perimature"
65694739,"2020-11-27T08:30:48-06:00","2020-11-27T09:35:53-06:00","2022-05-21T16:14:12-05:00","chenderson",1195335,"Belonocnema kinseyi",NA,"research",30.8569852358,-96.9605811685,710,"Cameron, TX 76520, USA",NA,"29","unisexual","developing","2020-11-27",12592.2382812,"Agamic Developing"
65612522,"2020-11-24T14:04:00-06:00","2020-11-25T19:00:53-06:00","2022-05-21T16:15:41-05:00","kimberlietx",1195335,"Belonocnema kinseyi",NA,"research",32.7353083333,-97.3659466667,NA,"Tarrant, Texas, United States",NA,"29","unisexual","perimature","2020-11-24",12311.3535156,"Agamic Perimature"
65612519,"2020-11-24T14:00:00-06:00","2020-11-25T19:00:53-06:00","2022-05-21T16:14:03-05:00","kimberlietx",1195335,"Belonocnema kinseyi",NA,"research",32.7352583333,-97.3660366667,NA,"Fort Worth, TX, USA",NA,"29","unisexual","developing","2020-11-24",12311.3535156,"Agamic Developing"
65601477,"2020-09-20T08:22:00-05:00","2020-11-25T15:18:40-06:00","2022-05-21T11:22:30-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.9318,-97.4799266667,NA,"Tarrant County, TX, USA",NA,"29","unisexual","developing","2020-09-20",9662.89257812,"Agamic Developing"
65600536,"2020-11-25T14:34:12-06:00","2020-11-25T14:59:49-06:00","2022-05-21T16:15:47-05:00","devinpedraza",1195335,"Belonocnema kinseyi",NA,"research",30.5488,-97.62542,5,"Clinton Pl, Round Rock, TX, US",NA,"29","unisexual","perimature","2020-11-25",12554.1298828,"Agamic Perimature"
65553033,"2020-11-24T14:55:00-06:00","2020-11-24T16:45:24-06:00","2022-05-21T16:13:55-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.735505,-97.3661683333,NA,"Fort Worth, TX, USA",NA,"29","unisexual","developing","2020-11-24",12311.3535156,"Agamic Developing"
65552929,"2020-11-24T14:49:00-06:00","2020-11-24T16:43:09-06:00","2022-05-21T16:13:51-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.7353383333,-97.3660366667,NA,"Fort Worth, TX, USA",NA,"29","unisexual","developing","2020-11-24",12311.3535156,"Agamic Developing"
65540160,"2020-11-24T12:20:52-06:00","2020-11-24T12:20:56-06:00","2022-05-21T16:15:58-05:00","princesspatt",1195335,"Belonocnema kinseyi",NA,"research",30.1613271364,-97.7924176476,65,"Southpark Meadows, Austin, TX, US",NA,"29","unisexual","perimature","2020-11-24",12756.6933594,"Agamic Perimature"
65417674,"2020-11-22T11:00:52+00:00","2020-11-22T17:46:05+00:00","2022-05-21T21:16:09+00:00","samantha_knight",1195335,"Belonocnema kinseyi",NA,"research",32.7535366667,-96.85157,8,"Mary Cliff Rd, Dallas, TX, US",NA,"29","unisexual","perimature","2020-11-22",12135.5419922,"Agamic Perimature"
65415934,"2020-11-22T09:12:12+00:00","2020-11-22T17:21:31+00:00","2022-05-21T21:13:39+00:00","crheney7",1195335,"Belonocnema kinseyi",NA,"research",29.650280658,-98.3994604704,394,"Far North Central, San Antonio, TX, US",NA,"29","unisexual","developing","2020-11-22",13058.7089844,"Agamic Developing"
65363301,"2020-11-21T16:45:32+00:00","2020-11-21T22:45:47+00:00","2022-05-21T21:16:37+00:00","mabbyrusso",1195335,"Belonocnema kinseyi",NA,"research",29.721844946,-95.7803781882,65,"Marble Cove Ln, Katy, TX, US",NA,"29","unisexual","perimature","2020-11-21",13241,"Agamic Perimature"
65259132,"2020-11-05T16:03:00-06:00","2020-11-19T22:15:16-06:00","2022-05-21T16:13:31-05:00","brandonmla",1195335,"Belonocnema kinseyi",NA,"research",29.9841846775,-97.8025206899,1745,"Condado de Hays, Texas, EE. UU.",NA,"29","unisexual","developing","2020-11-05",12005.8691406,"Agamic Developing"
65234370,"2020-11-19T14:33:00-06:00","2020-11-19T14:44:02-06:00","2022-05-21T13:25:54-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.742115,-97.363578,NA,"Botanical Research Institute of Texas",NA,"29","unisexual","developing","2020-11-19",12160.5136719,"Agamic Developing"
65232966,"2020-11-19T14:22:00-06:00","2020-11-19T14:26:35-06:00","2022-05-21T16:13:27-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.74201,-97.36361,NA,"Fort Worth, TX, USA",NA,"29","unisexual","developing","2020-11-19",12160.5136719,"Agamic Developing"
65047848,"2020-11-04T11:03:02-06:00","2020-11-16T19:03:45-06:00","2022-05-21T16:13:23-05:00","gtrman",1195335,"Belonocnema kinseyi",NA,"research",32.9593483173,-96.7818689347,5,"La Cosa Dr, Dallas, TX, US",NA,"29","unisexual","developing","2020-11-04",11441.3378906,"Agamic Developing"
64889883,"2020-11-14T13:07:05-06:00","2020-11-14T16:17:10-06:00","2022-05-21T16:17:14-05:00","threeagoutdoors",1195335,"Belonocnema kinseyi",NA,"research",33.237524048,-97.1555760838,22,"North Lakes Park, Denton, TX, US",NA,"29","unisexual","perimature","2020-11-14",11317.2871094,"Agamic Perimature"
64873074,"2020-11-14T11:23:00-10:00","2020-11-14T08:34:48-10:00","2022-05-21T11:13:15-10:00","companyink",1195335,"Belonocnema kinseyi",NA,"research",29.8932,-97.9453133333,13,"Canyon Rd, San Marcos, TX, US",NA,"29","unisexual","developing","2020-11-14",12593.9277344,"Agamic Developing"
64864766,"2020-11-14T10:28:50+00:00","2020-11-14T16:29:18+00:00","2022-05-21T21:13:11+00:00","stephanie1345",1195335,"Belonocnema kinseyi",NA,"research",29.7044781763,-95.8668449983,65,"Wild Mustang Ln, Fulshear, TX, US",NA,"29","unisexual","developing","2020-11-14",12964.2177734,"Agamic Developing"
64694634,"2020-11-01T16:37:00-06:00","2020-11-11T16:35:37-06:00","2022-05-21T16:13:07-05:00","victorengel",1195335,"Belonocnema kinseyi",NA,"research",30.3551383333,-97.720335,NA,"Wooten, Austin, TX, USA",NA,"29","unisexual","developing","2020-11-01",12112.3007812,"Agamic Developing"
64694633,"2020-11-01T16:37:00-06:00","2020-11-11T16:35:37-06:00","2022-05-21T16:13:04-05:00","victorengel",1195335,"Belonocnema kinseyi",NA,"research",30.3551366667,-97.7203316667,NA,"Wooten, Austin, TX, USA",NA,"29","unisexual","developing","2020-11-01",12112.3007812,"Agamic Developing"
64602180,"2020-11-09T13:56:00-06:00","2020-11-10T09:34:55-06:00","2022-05-21T16:13:00-05:00","lisamh",1195335,"Belonocnema kinseyi",NA,"research",30.3197539836,-97.6780447245,8,"Travis County, US-TX, US",NA,"29","unisexual","developing","2020-11-09",12309.0703125,"Agamic Developing"
64578670,"2020-11-08T13:38:45+00:00","2020-11-10T04:53:52+00:00","2022-05-21T21:12:56+00:00","mckennatuveson",1195335,"Belonocnema kinseyi",NA,"research",29.464309,-98.469903,NA,"Midtown, San Antonio, TX, USA",NA,"29","unisexual","developing","2020-11-08",12896.578125,"Agamic Developing"
64528325,"2020-11-09T08:26:39+00:00","2020-11-09T16:38:58+00:00","2022-05-21T21:17:56+00:00","dianb",1195335,"Belonocnema kinseyi",NA,"research",30.348955,-97.782525,4,"Twin Valley Dr, Austin, TX, US",NA,"29","unisexual","perimature","2020-11-09",12568.765625,"Agamic Perimature"
64496397,"2020-11-08T13:09:57+00:00","2020-11-09T03:38:05+00:00","2022-05-21T21:12:48+00:00","mhartfiel",1195335,"Belonocnema kinseyi",NA,"research",29.5498900316,-98.6058525369,199,"Woodridge, San Antonio, TX, USA",NA,"29","unisexual","developing","2020-11-08",12744.9892578,"Agamic Developing"
64369576,"2020-11-05T17:28:00-06:00","2020-11-07T10:56:12-06:00","2022-05-21T16:12:44-05:00","firebugzy",1195335,"Belonocnema kinseyi",NA,"research",30.4937861111,-98.8214277778,5005,"Gillespie County, TX, USA",NA,"29","unisexual","developing","2020-11-05",11583.3027344,"Agamic Developing"
64313531,"2020-11-06T14:19:42-06:00","2020-11-06T14:19:48-06:00","2022-05-21T16:18:13-05:00","suzymeri",1195335,"Belonocnema kinseyi",NA,"research",30.3817628435,-97.757366863,65,"Walhill Ln, Austin, TX, US",NA,"29","unisexual","perimature","2020-11-06",12396.5078125,"Agamic Perimature"
64307776,"2020-11-06T18:56:59+00:00","2020-11-06T18:57:19+00:00","2022-05-21T21:12:36+00:00","audryelise03",1195335,"Belonocnema kinseyi",NA,"research",30.515288961,-97.6631458428,65,"Round Rock",NA,"29","unisexual","developing","2020-11-06",12053.7998047,"Agamic Developing"
64248187,"2020-11-05T12:11:48-06:00","2020-11-05T12:12:06-06:00","2022-05-21T16:12:32-05:00","paulamccormick",1195335,"Belonocnema kinseyi",NA,"research",30.3822917026,-97.669153316,5,"11603 Spring Hill Dr, Austin, TX, US",NA,"29","unisexual","developing","2020-11-05",12220.6503906,"Agamic Developing"
64206973,"2020-10-19T10:31:45+00:00","2020-11-04T23:46:40+00:00","2022-05-21T17:16:35+00:00","corphish",1195335,"Belonocnema kinseyi",NA,"research",29.5614785218,-98.7029610607,66,"Stagecoach Ln, Helotes, TX, US",NA,"29","unisexual","developing","2020-10-19",11871.0664062,"Agamic Developing"
64140624,"2020-11-03T15:53:44-05:00","2020-11-03T18:43:07-05:00","2022-05-21T17:18:22-04:00","reallifeecology",1195335,"Belonocnema kinseyi",NA,"research",29.7432574583,-95.6354437676,10,"Chevy Chase Dr, Houston, TX, US",NA,"29","unisexual","perimature","2020-11-03",12879.6523438,"Agamic Perimature"
64139311,"2020-11-03T17:13:10+00:00","2020-11-03T23:15:21+00:00","2022-05-21T21:18:29+00:00","daniellehuttenhoff",1195335,"Belonocnema kinseyi",NA,"research",29.4049089722,-95.878088,NA,"Needville, TX 77461, USA",NA,"29","unisexual","perimature","2020-11-03",12505.4462891,"Agamic Perimature"
64003834,"2020-10-22T17:05:22+00:00","2020-11-02T00:14:38+00:00","2022-05-21T17:09:07+00:00","jessicastrand",1195335,"Belonocnema kinseyi",NA,"research",30.15174167,-97.78352167,65,"Channel Island Dr, Austin, TX, US",NA,"29","unisexual","developing","2020-10-22",11747.4453125,"Agamic Developing"
63975377,"2020-11-01T09:56:00-06:00","2020-11-01T11:36:42-06:00","2022-05-21T16:12:21-05:00","banditoeagle",1195335,"Belonocnema kinseyi",NA,"research",30.4260449,-97.7946527,966,"The Park At Spicewood Springs, Austin, TX 78750, USA",NA,"29","unisexual","developing","2020-11-01",12021.1113281,"Agamic Developing"
63900747,"2020-10-31T13:11:17+00:00","2020-10-31T18:11:35+00:00","2022-05-21T17:08:58+00:00","jenniferfetter",1195335,"Belonocnema kinseyi",NA,"research",29.6873329856,-95.2669495202,312,"N Bayou Dr, Houston, TX, US",NA,"29","unisexual","developing","2020-10-31",12866.2861328,"Agamic Developing"
63900710,"2020-10-31T13:10:40+00:00","2020-10-31T18:11:02+00:00","2022-05-21T17:08:54+00:00","jenniferfetter",1195335,"Belonocnema kinseyi",NA,"research",29.6873374529,-95.2669747049,32,"N Bayou Dr, Houston, TX, US",NA,"29","unisexual","developing","2020-10-31",12866.2861328,"Agamic Developing"
63789916,"2020-10-26T14:23:44-04:00","2020-10-29T18:42:20-04:00","2022-05-21T13:09:38-04:00","eamonccorbett",1195335,"Belonocnema kinseyi",NA,"research",30.41133833,-91.176605,5,"Louisiana State University, Baton Rouge, LA, US",NA,"29","unisexual","perimature","2020-10-26",12095.40625,"Agamic Perimature"
63779052,"2020-10-29T12:29:42-07:00","2020-10-29T12:21:00-07:00","2022-05-21T10:08:45-07:00","georgeafghan",1195335,"Belonocnema kinseyi",NA,"research",30.25095333,-97.758645,65,"Bouldin Ave, Austin, TX, US",NA,"29","unisexual","developing","2020-10-29",12178.203125,"Agamic Developing"
63740708,"2020-10-28T13:58:50+00:00","2020-10-29T02:30:38+00:00","2022-05-21T17:09:49+00:00","mycomark",1195335,"Belonocnema kinseyi",NA,"research",29.7968262997,-96.3828563,NA,"Cat Spring, TX 78933, USA",NA,"29","unisexual","perimature","2020-10-28",12080.7402344,"Agamic Perimature"
63723096,"2020-10-28T15:54:43+00:00","2020-10-28T21:00:06+00:00","2022-05-21T17:08:35+00:00","mckennatuveson",1195335,"Belonocnema kinseyi",NA,"research",29.6502148,-98.4948710997,NA,"Stone Oak, San Antonio, TX, USA",NA,"29","unisexual","developing","2020-10-28",11790.7480469,"Agamic Developing"
63712994,"2020-10-28T10:51:20-05:00","2020-10-28T13:17:00-05:00","2022-05-21T12:10:03-05:00","deborahdouglasmd",1195335,"Belonocnema kinseyi",NA,"research",29.5864116667,-98.503725,65,"Slate Rock St, San Antonio, TX, US",NA,"29","unisexual","perimature","2020-10-28",12355.8583984,"Agamic Perimature"
63704155,"2020-10-28T10:51:20-05:00","2020-10-28T10:52:20-05:00","2022-05-21T12:10:15-05:00","deborahdouglasmd",1195335,"Belonocnema kinseyi",NA,"research",29.5864116667,-98.503725,65,"Slate Rock St, San Antonio, TX, US",NA,"29","unisexual","perimature","2020-10-28",12355.8583984,"Agamic Perimature"
63641018,"2020-10-27T10:33:47+00:00","2020-10-27T15:49:42+00:00","2022-05-21T17:08:21+00:00","lilican2",1195335,"Belonocnema kinseyi",NA,"research",30.1889833333,-97.8714366667,23,"La Crosse Ave, Austin, TX, US",NA,"29","unisexual","developing","2020-10-27",11855.5742188,"Agamic Developing"
63599054,"2020-10-26","2020-10-26T17:41:04-05:00","2022-05-21T12:08:17-05:00","nlyles",1195335,"Belonocnema kinseyi",NA,"research",30.411334,-97.759923,57,"Travis County, US-TX, US",NA,"29","unisexual","developing","2020-10-26",11868.7929688,"Agamic Developing"
63506461,"2020-10-24T12:59:00-05:00","2020-10-25T14:09:12-05:00","2022-05-21T12:08:08-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.7309233333,-97.4390033333,NA,"Fort Worth, TX, USA",NA,"29","unisexual","developing","2020-10-24",11302.3671875,"Agamic Developing"
63498434,"2020-10-24T12:12:00-05:00","2020-10-25T12:39:29-05:00","2022-05-21T12:11:05-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.72676,-97.4368,NA,"Fort Worth, TX, USA",NA,"29","unisexual","perimature","2020-10-24",11302.3671875,"Agamic Perimature"
63477728,"2020-10-24T12:32:31-05:00","2020-10-25T08:22:56-05:00","2022-05-21T12:07:59-05:00","sommitup",1195335,"Belonocnema kinseyi",NA,"research",29.8799861111,-98.2102666667,NA,"Canyon Lake, TX 78133, USA",NA,"29","unisexual","developing","2020-10-24",11821.1162109,"Agamic Developing"
63437559,"2020-10-22T07:47:14+00:00","2020-10-24T23:24:24+00:00","2022-05-21T17:07:55+00:00","ehuckabee",1195335,"Belonocnema kinseyi",NA,"research",31.1277055,-97.534745,21,"Zion Dr, Belton, TX, US",NA,"29","unisexual","developing","2020-10-22",11671.0078125,"Agamic Developing"
63429852,"2020-10-24T12:06:00-05:00","2020-10-24T16:46:36-05:00","2022-05-21T12:07:50-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.726535,-97.436765,NA,"Fort Worth, TX, USA",NA,"29","unisexual","developing","2020-10-24",11302.3671875,"Agamic Developing"
63403484,"2020-10-24T12:06:43-05:00","2020-10-24T12:06:57-05:00","2022-05-21T12:11:12-05:00","cruzado42",1195335,"Belonocnema kinseyi",NA,"research",31.4564017344,-100.4471854753,69,"Santa Fe Municipal Golf Course, San Angelo, TX, US",NA,"29","unisexual","perimature","2020-10-24",11452.3232422,"Agamic Perimature"
63349499,"2020-10-23T16:14:00-05:00","2020-10-23T17:20:35-05:00","2022-05-21T12:07:40-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.73525,-97.3659433333,NA,"Fort Worth, TX, USA",NA,"29","unisexual","developing","2020-10-23",11440.8574219,"Agamic Developing"
63340348,"2020-10-23T14:55:45+00:00","2020-10-23T20:01:54+00:00","2022-05-21T17:07:36+00:00","rebecca46and2",1195335,"Belonocnema kinseyi",NA,"research",29.9961765246,-96.2250796072,165,"Wietstruck Rd, Bellville, TX, US",NA,"29","unisexual","developing","2020-10-23",11989.0214844,"Agamic Developing"
63277735,"2020-10-22T17:23:35+00:00","2020-10-22T22:26:52+00:00","2022-05-21T17:07:31+00:00","nicolasacalabaza",1195335,"Belonocnema kinseyi",NA,"research",30.4055138747,-97.6984231984,335,"Metric Blvd, Austin, TX, US",NA,"29","unisexual","developing","2020-10-22",11762.4472656,"Agamic Developing"
63277315,"2020-10-22T15:01:51-07:00","2020-10-22T15:20:42-07:00","2022-05-21T10:07:28-07:00","georgeafghan",1195335,"Belonocnema kinseyi",NA,"research",30.6748830798,-99.0315504615,2105,"Art, TX, US",NA,"29","unisexual","developing","2020-10-22",11253.6699219,"Agamic Developing"
63248026,"2020-10-22T10:15:38-10:00","2020-10-22T05:49:09-10:00","2022-05-21T07:11:26-10:00","mobi",1195335,"Belonocnema kinseyi",NA,"research",29.5950283333,-98.4637666667,NA,"Poppy Peak St, San Antonio, TX, US",NA,"29","unisexual","perimature","2020-10-22",12177.6132812,"Agamic Perimature"
63244647,"2020-10-22T14:59:14-05:00","2020-10-22T09:59:36-05:00","2022-05-21T12:07:19-05:00","elicefl",1195335,"Belonocnema kinseyi",NA,"research",29.6159748,-98.511523,8,"San Antonio",NA,"29","unisexual","developing","2020-10-22",11969.4667969,"Agamic Developing"
63186606,"2020-10-21T14:19:33+00:00","2020-10-21T19:21:37+00:00","2022-05-21T17:07:14+00:00","melissagray1",1195335,"Belonocnema kinseyi",NA,"research",30.18219348,-97.79246276,8,"Beacon Ridge, Austin, TX, USA",NA,"29","unisexual","developing","2020-10-21",11754.7255859,"Agamic Developing"
63170140,"2020-10-21T10:27:26-05:00","2020-10-21T10:36:02-05:00","2022-05-21T12:07:09-05:00","a_bebow",1195335,"Belonocnema kinseyi",NA,"research",29.7301004707,-98.2352314019,6,"Texas, US",NA,"29","unisexual","developing","2020-10-21",11939.4921875,"Agamic Developing"
63163111,"2020-10-21T08:48:14-05:00","2020-10-21T08:49:23-05:00","2022-05-21T12:07:05-05:00","terrestrialmammal",1195335,"Belonocnema kinseyi",NA,"research",30.44557162,-97.76234931,5,"Hunter's Chase, Austin, TX 78729, USA",NA,"29","unisexual","developing","2020-10-21",11638.7958984,"Agamic Developing"
63087332,"2020-10-20T08:08:10+00:00","2020-10-20T13:09:07+00:00","2022-05-21T17:07:01+00:00","matthew_lore",1195335,"Belonocnema kinseyi",NA,"research",30.1895745207,-97.7868899218,44,"Meadow Lea Dr, Austin, TX, US",NA,"29","unisexual","developing","2020-10-20",11706.5126953,"Agamic Developing"
62919256,"2020-10-18T08:33:13-05:00","2020-10-18T12:59:46-05:00","2022-05-21T12:06:56-05:00","naturebugs",1195335,"Belonocnema kinseyi",NA,"research",30.1634060354,-98.0418600481,4,"Lanier Ranch Rd, Driftwood, TX, US",NA,"29","unisexual","developing","2020-10-18",11054.7070312,"Agamic Developing"
62779046,"2020-10-17T06:23:00+00:00","2020-10-17T11:23:21+00:00","2022-05-21T17:01:24+00:00","cecilia226",1195335,"Belonocnema kinseyi",NA,"research",30.1565982595,-97.7400844172,76,"The Bend At Nuckols Crossing, Austin, TX, USA",NA,"29","unisexual","developing","2020-10-17",11571.7041016,"Agamic Developing"
62752566,"2020-10-16T20:08:52+00:00","2020-10-17T01:20:21+00:00","2022-05-21T17:01:20+00:00","lexxx",1195335,"Belonocnema kinseyi",NA,"research",33.2076543313,-97.1512449905,5,"Clark Hall, Denton, TX 76205, USA",NA,"29","unisexual","developing","2020-10-16",10685.6943359,"Agamic Developing"
62746947,"2020-10-16T23:47:57+00:00","2020-10-16T23:48:42+00:00","2022-05-21T17:01:15+00:00","mothermax",1195335,"Belonocnema kinseyi",NA,"research",29.522016958,-98.3827482996,44,"Windcrest",NA,"29","unisexual","developing","2020-10-16",12027.3691406,"Agamic Developing"
62712762,"2020-10-16T10:24:59+00:00","2020-10-16T15:25:54+00:00","2022-05-21T17:01:11+00:00","matthew412",1195335,"Belonocnema kinseyi",NA,"research",29.7183271295,-98.1463043486,65,"Ohio Ave, New Braunfels, TX, US",NA,"29","unisexual","developing","2020-10-16",11711.859375,"Agamic Developing"
62681374,"2020-10-13T16:18:35+00:00","2020-10-16T01:18:33+00:00","2022-05-21T17:01:07+00:00","melhardaway",1195335,"Belonocnema kinseyi",NA,"research",29.87499667,-97.69423667,65,"Christophers Cove, Lockhart, TX, US",NA,"29","unisexual","developing","2020-10-13",11370.0693359,"Agamic Developing"
62669047,"2020-10-15T21:07:39+00:00","2020-10-15T21:51:00+00:00","2022-05-21T17:01:03+00:00","cynthianwalsh",1195335,"Belonocnema kinseyi",NA,"research",29.69796667,-95.82225833,NA,"Katy",NA,"29","unisexual","developing","2020-10-15",11895.3720703,"Agamic Developing"
62659646,"2020-10-15T09:19:00-05:00","2020-10-15T14:39:44-05:00","2022-05-21T12:04:46-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.8042116667,-97.462405,NA,"Fort Worth, TX, USA",NA,"29","unisexual","perimature","2020-10-15",10962.3417969,"Agamic Perimature"
62654921,"2020-10-15T13:07:53+00:00","2020-10-15T18:32:30+00:00","2022-05-21T17:04:41+00:00","lizardlover2019",1195335,"Belonocnema kinseyi",NA,"research",33.008833028,-97.1968992386,22,"Stirling Ave, Trophy Club, TX, US",NA,"29","unisexual","perimature","2020-10-15",10711.8037109,"Agamic Perimature"
62608362,"2020-10-14T14:12:46+00:00","2020-10-15T02:09:18+00:00","2022-05-21T17:00:50+00:00","vanasb",1195335,"Belonocnema kinseyi",NA,"research",30.3540561121,-97.7574222162,340,"Northwest Hills, Austin, TX 78731, USA",NA,"29","unisexual","developing","2020-10-14",11425.46875,"Agamic Developing"
62574541,"2020-10-14T11:07:48+00:00","2020-10-14T18:38:18+00:00","2022-05-21T17:00:46+00:00","marylout",1195335,"Belonocnema kinseyi",NA,"research",30.4145333278,-97.7596283257,65,"Sierra Verde Trail, Austin, TX, US",NA,"29","unisexual","developing","2020-10-14",11379.4072266,"Agamic Developing"
62574497,"2020-10-14T11:07:32+00:00","2020-10-14T18:37:53+00:00","2022-05-21T17:00:42+00:00","marylout",1195335,"Belonocnema kinseyi",NA,"research",30.4145612391,-97.7596711745,65,"Travis County, US-TX, US",NA,"29","unisexual","developing","2020-10-14",11379.4072266,"Agamic Developing"
62563911,"2020-10-14T10:54:22+00:00","2020-10-14T16:16:35+00:00","2022-05-21T17:00:37+00:00","mattheau",1195335,"Belonocnema kinseyi",NA,"research",31.46095495,-100.43155659,5,"San Angelo, TX 76903, USA",NA,"29","unisexual","developing","2020-10-14",10982.7949219,"Agamic Developing"
