Collection Site,Species,Generation,Host plant,State,Harvest.date,Emergence.date,Emergent.animal.type,Alive.dead,N,Entered.by.,H.julian,E.julian,Latitude,Longitude,Year
Archbold biological station,A. foliatus,asexual,Qg,FL,12/14/17,4/12/18,cynipid,alive,12,EH,348,467,27.18462,-81.35211,2017
Archbold biological station,A. atra,NA,Qv,FL,12/14/17,2/26/18,fly,alive,1,EH,348,422,27.18462,-81.35211,2017
Archbold biological station,D. q. virens,asexual,Qg,FL,12/14/17,4/5/18,cynipid,dead,1,EH,348,460,27.18462,-81.35211,2017
Archbold biological station,D. q. virens,asexual,Qg,FL,12/14/17,2/1/18,cynipid,alive,1,LZ,348,397,27.18462,-81.35211,2017
Archbold biological station,D. q. virens,asexual,Qg,FL,10/31/18,1/21/19,cynipid,alive,1,LZ,304,386,27.18462,-81.35211,2018
Archbold biological station,A. foliatus,asexual,Qg,FL,12/14/17,3/1/18,cynipid,alive,1,EH,348,425,27.18462,-81.35211,2017
Archbold biological station,D. q. virens,sexual,Qg,FL,3/20/19,4/24/19,cynipid,alive,1,LZ,79,479,27.18462,-81.35211,2018
Archbold biological station,C. batatoides,asexual,Qv,FL,12/14/17,4/2/18,synergist,alive,1,EH,348,457,27.18462,-81.35211,2017
Archbold biological station,D. q. virens,asexual,Qg,FL,12/14/17,1/18/18,cynipid,alive,9,LZ,348,383,27.18462,-81.35211,2017
Archbold biological station,D. q. virens,asexual,Qg,FL,11/17/17,1/22/18,cynipid,alive,2,LZ,321,387,27.18462,-81.35211,2017
Archbold biological station,C. batatoides,asexual,Qg,FL,12/14/17,4/16/18,cynipid,alive,1,EH,348,471,27.18462,-81.35211,2017
Archbold biological station,D. q. virens,asexual,Qg,FL,12/14/17,12/26/17,cynipid,alive,7,IC,348,360,27.18462,-81.35211,2017
Archbold biological station,D. q. virens,asexual,Qg,FL,10/31/18,1/4/19,cynipid,alive,4,LZ,304,369,27.18462,-81.35211,2018
Archbold biological station,A. foliatus,asexual,Qg,FL,12/14/17,3/22/18,cynipid,alive,2,EH,348,446,27.18462,-81.35211,2017
Archbold biological station,A. atra,NA,Qg,FL,12/14/17,3/22/18,fly,alive,3,EH,348,446,27.18462,-81.35211,2017
Archbold biological station,D. q. virens,asexual,Qg,FL,10/31/18,1/7/19,cynipid,alive,1,LZ,304,372,27.18462,-81.35211,2018
Archbold biological station,D. q. virens,asexual,Qg,FL,10/31/18,1/7/19,cynipid,dead,1,LZ,304,372,27.18462,-81.35211,2018
Archbold biological station,A. foliatus,asexual,Qg,FL,12/14/17,3/27/18,cynipid,alive,6,EH,348,451,27.18462,-81.35211,2017
Archbold biological station,A. foliatus,asexual,Qg,FL,12/14/17,4/9/18,cynipid,alive,9,EH,348,464,27.18462,-81.35211,2017
Archbold biological station,D. q. virens,asexual,Qg,FL,10/31/18,1/2/19,cynipid,dead,1,LZ,304,367,27.18462,-81.35211,2018
Archbold biological station,A. atra,NA,Qg,FL,12/14/17,3/22/18,fly,dead,5,EH,348,446,27.18462,-81.35211,2017
Archbold biological station,A. foliatus,asexual,Qg,FL,12/14/17,4/23/18,cynipid,alive,3,EH,348,478,27.18462,-81.35211,2017
Archbold biological station,A. foliatus,asexual,Qg,FL,12/14/17,4/5/18,cynipid,dead,1,EH,348,460,27.18462,-81.35211,2017
Archbold biological station,D. q. virens,asexual,Qg,FL,12/14/17,12/29/17,cynipid,alive,11,LZ,348,363,27.18462,-81.35211,2017
Archbold biological station,D. q. virens,asexual,Qg,FL,11/17/17,1/4/18,cynipid,alive,7,IC,321,369,27.18462,-81.35211,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/18,1/7/19,cynipid,dead,1,LZ,349,372,26.7248998,-81.6472893,2018
Caloosahatchee,A. atra,NA,Qv,FL,12/15/18,1/30/19,fly,alive,1,LZ,349,395,26.7248998,-81.6472893,2018
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/18,1/11/19,cynipid,alive,2,LZ,349,376,26.7248998,-81.6472893,2018
Caloosahatchee,A. atra,NA,Qv,FL,12/15/18,2/4/19,fly,alive,5,LZ,349,400,26.7248998,-81.6472893,2018
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/18,1/23/19,cynipid,alive,3,LZ,349,388,26.7248998,-81.6472893,2018
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,3/19/18,synergist,alive,38,EH,349,443,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,10/31/18,12/10/18,cynipid,alive,2,CD,304,344,26.7248998,-81.6472893,2018
Caloosahatchee,D. q. virens,asexual,Qv,FL,10/31/18,12/31/18,cynipid,alive,1,LZ,304,365,26.7248998,-81.6472893,2018
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,12/26/17,cynipid,alive,7,IC,349,360,26.7248998,-81.6472893,2017
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,3/28/18,synergist,dead,15,EH,349,452,26.7248998,-81.6472893,2017
Caloosahatchee,A. atra,NA,Qv,FL,12/15/18,2/4/19,fly,dead,2,LZ,349,400,26.7248998,-81.6472893,2018
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/18,1/9/19,cynipid,alive,2,LZ,349,374,26.7248998,-81.6472893,2018
Caloosahatchee,D. q. virens,asexual,Qv,FL,10/31/18,1/11/19,cynipid,dead,1,LZ,304,376,26.7248998,-81.6472893,2018
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,3/22/18,synergist,alive,15,EH,349,446,26.7248998,-81.6472893,2017
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,5/14/18,synergist,alive,2,EH,349,499,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,1/11/18,cynipid,alive,1,LZ,349,376,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/18,1/14/19,cynipid,alive,1,LZ,349,379,26.7248998,-81.6472893,2018
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/18,2/11/19,cynipid,dead,2,LZ,349,407,26.7248998,-81.6472893,2018
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,1/1/18,cynipid,alive,5,IC,349,366,26.7248998,-81.6472893,2017
Caloosahatchee,A. atra,NA,Qv,FL,12/13/17,2/22/18,fly,alive,2,EH,347,418,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,10/31/18,1/11/19,cynipid,alive,1,LZ,304,376,26.7248998,-81.6472893,2018
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/18,1/7/19,cynipid,alive,3,LZ,349,372,26.7248998,-81.6472893,2018
Caloosahatchee,D. q. virens,asexual,Qv,FL,10/31/18,12/10/18,cynipid,alive,5,CD,304,344,26.7248998,-81.6472893,2018
Caloosahatchee,D. q. virens,asexual,Qv,FL,10/31/18,12/24/18,cynipid,dead,3,LZ,304,358,26.7248998,-81.6472893,2018
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,3/19/18,cynipid,alive,2,EH,349,443,26.7248998,-81.6472893,2017
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,3/28/18,cynipid,dead,1,ZV,349,452,26.7248998,-81.6472893,2017
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,4/2/18,synergist,dead,1,EH,349,457,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,1/24/18,cynipid,alive,1,LZ,349,389,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,3/8/18,synergist,dead,1,EH,349,432,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,1/4/18,cynipid,alive,10,LZ,349,369,26.7248998,-81.6472893,2017
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,4/5/18,synergist,alive,2,EH,349,460,26.7248998,-81.6472893,2017
Caloosahatchee,A. lanigera,asexual,Qv,FL,12/15/18,2/1/19,synergist,dead,1,LZ,349,397,26.7248998,-81.6472893,2018
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,3/22/18,synergist,dead,1,EH,349,446,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,10/31/18,12/28/18,cynipid,alive,4,LZ,304,362,26.7248998,-81.6472893,2018
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,3/1/18,cynipid,dead,6,EH,349,425,26.7248998,-81.6472893,2017
Caloosahatchee,A. atra,NA,Qv,FL,12/15/17,2/26/18,fly,alive,8,EH,349,422,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,2/12/18,cynipid,alive,2,LZ,349,408,26.7248998,-81.6472893,2017
Caloosahatchee,A. lanigera,asexual,Qv,FL,10/31/18,1/11/19,cynipid,alive,1,LZ,304,376,26.7248998,-81.6472893,2018
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,3/19/18,synergist,dead,1,EH,349,443,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,2/1/18,cynipid,alive,4,LZ,349,397,26.7248998,-81.6472893,2017
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,3/1/18,cynipid,alive,2,EH,349,425,26.7248998,-81.6472893,2017
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,3/29/18,cynipid,alive,1,EH,349,453,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/18,1/11/19,cynipid,dead,1,LZ,349,376,26.7248998,-81.6472893,2018
Caloosahatchee,A. foliatus,asexual,Qv,FL,12/15/18,1/21/19,cynipid,alive,1,LZ,349,386,26.7248998,-81.6472893,2018
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,3/28/18,synergist,alive,11,EH,349,452,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,10/31/18,1/4/19,cynipid,dead,2,LZ,304,369,26.7248998,-81.6472893,2018
Caloosahatchee,D. q. virens,asexual,Qv,FL,11/2/18,11/19/18,cynipid,alive,1,LZ,306,323,26.7248998,-81.6472893,2018
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,12/29/17,cynipid,alive,8,LZ,349,363,26.7248998,-81.6472893,2017
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,3/12/18,cynipid,dead,5,EH,349,436,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,1/8/18,cynipid,alive,2,LZ,349,373,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,1/18/18,cynipid,alive,14,LZ,349,383,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,2/6/18,cynipid,alive,1,LZ,349,402,26.7248998,-81.6472893,2017
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,3/12/18,cynipid,dead,3,EH,349,436,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,1/11/18,cynipid,dead,1,LZ,349,376,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,10/31/18,12/5/18,cynipid,alive,1,CD,304,339,26.7248998,-81.6472893,2018
Caloosahatchee,A. lanigera,asexual,Qv,FL,12/15/17,2/6/18,cynipid,alive,1,LZ,349,402,26.7248998,-81.6472893,2017
Caloosahatchee,A. atra,NA,Qv,FL,12/15/17,3/5/18,fly,alive,1,EH,349,429,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,1/15/18,cynipid,alive,2,LZ,349,380,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/18,1/18/19,cynipid,alive,1,LZ,349,383,26.7248998,-81.6472893,2018
Caloosahatchee,D. q. virens,asexual,Qv,FL,10/31/18,12/7/18,cynipid,alive,2,SS,304,341,26.7248998,-81.6472893,2018
Caloosahatchee,A. atra,NA,Qv,FL,12/15/18,3/25/19,fly,dead,1,LZ,349,449,26.7248998,-81.6472893,2018
Caloosahatchee,C. batatoides,asexual,Qv,FL,12/15/17,4/2/18,synergist,alive,4,EH,349,457,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/18,12/23/18,cynipid,alive,1,LZ,349,357,26.7248998,-81.6472893,2018
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,1/22/18,cynipid,alive,4,LZ,349,387,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,2/8/18,cynipid,alive,2,LZ,349,404,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,2/6/18,cynipid,dead,1,LZ,349,402,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,12/15/17,2/15/18,cynipid,alive,2,LZ,349,411,26.7248998,-81.6472893,2017
Caloosahatchee,D. q. virens,asexual,Qv,FL,10/31/18,12/28/18,cynipid,alive,1,LZ,304,362,26.7248998,-81.6472893,2018
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,2/8/18,cynipid,alive,2,LZ,350,404,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/23/18,cynipid,alive,2,EH,350,447,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/1/18,cynipid,alive,4,EH,350,425,29.14463,-83.04222,2017
Cedar Key,A. atra,NA,Qg,FL,12/16/17,3/12/18,fly,alive,15,EH,350,436,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/21/18,cynipid,alive,8,EH,350,445,29.14463,-83.04222,2017
Cedar Key,C. batatoides,asexual,Qg,FL,12/16/17,3/27/18,cynipid,alive,13,EH,350,451,29.14463,-83.04222,2017
Cedar Key,A. atra,NA,Qg,FL,12/16/17,3/19/18,fly,alive,3,EH,350,443,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/28/18,synergist,dead,1,EH,350,452,29.14463,-83.04222,2017
Cedar Key,A. atra,NA,Qg,FL,12/16/17,2/26/18,fly,alive,1,EH,350,422,29.14463,-83.04222,2017
Cedar Key,C. batatoides,asexual,Qg,FL,12/16/17,3/12/18,cynipid,alive,1,EH,350,436,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,1/24/18,cynipid,alive,2,LZ,350,389,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/7/18,cynipid,alive,40,EH,350,431,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,4/16/18,cynipid,alive,1,EH,350,471,29.14463,-83.04222,2017
Cedar Key,C. batatoides,asexual,Qg,FL,12/16/17,3/19/18,cynipid,alive,21,EH,350,443,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/21/18,cynipid,dead,2,EH,350,445,29.14463,-83.04222,2017
Cedar Key,C. batatoides,asexual,Qg,FL,12/16/17,4/5/18,cynipid,alive,1,EH,350,460,29.14463,-83.04222,2017
Cedar Key,C. batatoides,asexual,Qg,FL,12/16/17,4/2/18,cynipid,alive,5,EH,350,457,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,2/26/18,cynipid,alive,4,EH,350,422,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/28/18,cynipid,alive,2,EH,350,452,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,11/4/18,12/26/18,synergist,dead,1,LZ,308,360,29.14463,-83.04222,2018
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,4/6/18,cynipid,alive,2,EH,350,461,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,1/4/18,cynipid,alive,33,LZ,350,369,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/14/18,cynipid,dead,2,EH,350,438,29.14463,-83.04222,2017
Cedar Key,A. foliatus,asexual,Qg,FL,12/16/17,3/15/18,cynipid,dead,1,EH,350,439,29.14463,-83.04222,2017
Cedar Key,A. atra,NA,Qg,FL,12/16/17,3/5/18,fly,alive,8,EH,350,429,29.14463,-83.04222,2017
Cedar Key,C. batatoides,asexual,Qg,FL,12/16/17,4/2/18,cynipid,dead,3,EH,350,457,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,5/14/18,cynipid,alive,1,EH,350,499,29.14463,-83.04222,2017
Cedar Key,A. atra,NA,Qg,FL,12/16/17,4/2/18,fly,dead,2,EH,350,457,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/23/18,cynipid,alive,1,EH,350,447,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,2/12/18,cynipid,alive,10,LZ,350,408,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/16/18,cynipid,alive,10,EH,350,440,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,11/4/18,11/13/18,synergist,alive,1,EH,308,317,29.14463,-83.04222,2018
Cedar Key,A. foliatus,asexual,Qg,FL,12/16/17,3/15/18,cynipid,alive,1,EH,350,439,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/12/18,cynipid,alive,40,EH,350,436,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/19/18,cynipid,alive,8,EH,350,443,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,1/1/18,cynipid,alive,23,IC,350,366,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,2/28/18,cynipid,alive,4,EH,350,424,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,1/11/18,cynipid,alive,3,LZ,350,376,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/23/18,cynipid,dead,4,EH,350,447,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/14/18,cynipid,alive,18,EH,350,438,29.14463,-83.04222,2017
Cedar Key,A. atra,NA,Qg,FL,12/16/17,3/22/18,fly,alive,2,EH,350,446,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,4/18/18,cynipid,dead,3,EH,350,473,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,4/23/18,cynipid,alive,1,EH,350,478,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,12/26/17,cynipid,dead,4,IC,350,360,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,4/23/18,cynipid,dead,2,EH,350,478,29.14463,-83.04222,2017
Cedar Key,A. atra,NA,Qg,FL,12/16/17,3/8/18,fly,alive,19,EH,350,432,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,12/20/17,cynipid,NA,2,IC,350,354,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/26/18,cynipid,dead,5,EH,350,450,29.14463,-83.04222,2017
Cedar Key,C. batatoides,asexual,Qg,FL,12/16/17,3/15/18,cynipid,alive,1,EH,350,439,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,2/1/18,cynipid,alive,1,LZ,350,397,29.14463,-83.04222,2017
Cedar Key,A. foliatus,asexual,Qg,FL,12/16/17,3/22/18,cynipid,alive,4,EH,350,446,29.14463,-83.04222,2017
Cedar Key,A. foliatus,asexual,Qg,FL,12/16/17,3/28/18,cynipid,dead,1,ZV,350,452,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,1/15/18,cynipid,alive,3,LZ,350,380,29.14463,-83.04222,2017
Cedar Key,A. foliatus,asexual,Qg,FL,12/16/17,3/29/18,cynipid,alive,2,EH,350,453,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/19/18,cynipid,dead,3,EH,350,443,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,1/18/18,cynipid,alive,25,LZ,350,383,29.14463,-83.04222,2017
Cedar Key,A. foliatus,asexual,Qg,FL,12/16/17,3/19/18,cynipid,alive,4,EH,350,443,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/30/18,cynipid,alive,1,EH,350,454,29.14463,-83.04222,2017
Cedar Key,A. foliatus,asexual,Qg,FL,12/16/17,3/22/18,cynipid,dead,1,EH,350,446,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,1/22/18,cynipid,alive,4,LZ,350,387,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,4/18/18,cynipid,alive,2,EH,350,473,29.14463,-83.04222,2017
Cedar Key,A. atra,NA,Qg,FL,12/16/17,4/9/18,fly,alive,1,EH,350,464,29.14463,-83.04222,2017
Cedar Key,A. atra,NA,Qg,FL,12/16/17,3/1/18,fly,alive,4,EH,350,425,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,2/22/18,cynipid,alive,1,AR,350,418,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,11/4/18,1/18/19,cynipid,dead,2,LZ,308,383,29.14463,-83.04222,2018
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,2/6/18,cynipid,alive,2,LZ,350,402,29.14463,-83.04222,2017
Cedar Key,C. batatoides,asexual,Qg,FL,12/16/17,3/29/18,cynipid,alive,8,EH,350,453,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/12/18,cynipid,dead,12,EH,350,436,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/26/18,cynipid,alive,1,EH,350,450,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,3/8/18,cynipid,dead,1,EH,350,432,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,12/26/17,cynipid,alive,34,IC,350,360,29.14463,-83.04222,2017
Cedar Key,A. atra,NA,Qg,FL,12/16/17,3/22/18,fly,dead,3,EH,350,446,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,3/8/18,cynipid,alive,2,EH,350,432,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,12/29/17,cynipid,alive,15,LZ,350,363,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,3/5/18,cynipid,dead,1,EH,350,429,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,2/28/18,cynipid,alive,1,EH,350,424,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,1/8/18,cynipid,alive,3,LZ,350,373,29.14463,-83.04222,2017
Cedar Key,A. foliatus,asexual,Qg,FL,12/16/17,4/2/18,cynipid,dead,1,EH,350,457,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,5/4/18,cynipid,dead,1,EH,350,489,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/5/18,cynipid,dead,2,EH,350,429,29.14463,-83.04222,2017
Cedar Key,C. batatoides,asexual,Qg,FL,12/16/17,4/5/18,cynipid,dead,1,EH,350,460,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,3/5/18,cynipid,alive,20,EH,350,429,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,11/4/18,1/11/19,cynipid,alive,1,LZ,308,376,29.14463,-83.04222,2018
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,2/1/18,cynipid,alive,5,LZ,350,397,29.14463,-83.04222,2017
Cedar Key,C. batatoides,asexual,Qg,FL,12/16/17,3/22/18,cynipid,alive,1,EH,350,446,29.14463,-83.04222,2017
Cedar Key,D. q. virens,asexual,Qg,FL,12/16/17,2/28/18,cynipid,dead,2,EH,350,424,29.14463,-83.04222,2017
Cedar Key,A. lanigera,asexual,Qg,FL,12/16/17,4/25/18,cynipid,alive,1,EH,350,480,29.14463,-83.04222,2017
Citrus,A. lanigera,asexual,Qv,FL,12/17/18,1/23/19,cynipid,alive,1,LZ,351,388,28.7014757,-82.360273,2018
Citrus,D. q. virens,asexual,Qv,FL,12/17/18,1/11/19,cynipid,alive,2,LZ,351,376,28.7014757,-82.360273,2018
Citrus,A. lanigera,asexual,Qg,FL,12/17/18,2/20/19,cynipid,dead,3,LZ,351,416,28.7014757,-82.360273,2018
Citrus,A. lanigera,asexual,Qg,FL,12/17/18,2/18/19,cynipid,alive,1,CD,351,414,28.7014757,-82.360273,2018
Citrus,A. lanigera,asexual,Qv,FL,12/17/18,1/16/19,cynipid,alive,1,LZ,351,381,28.7014757,-82.360273,2018
Citrus,A. lanigera,asexual,Qv,FL,12/17/18,1/25/19,cynipid,alive,1,LZ,351,390,28.7014757,-82.360273,2018
Citrus,A. lanigera,asexual,Qg,FL,12/17/18,3/4/19,cynipid,alive,1,LZ,351,428,28.7014757,-82.360273,2018
Citrus,A. lanigera,asexual,Qg,FL,12/17/18,2/8/19,cynipid,alive,2,LZ,351,404,28.7014757,-82.360273,2018
Citrus,A. lanigera,asexual,Qg,FL,12/17/18,1/25/19,cynipid,alive,1,LZ,351,390,28.7014757,-82.360273,2018
Citrus,A. lanigera,asexual,Qv,FL,12/17/18,1/28/19,cynipid,alive,2,LZ,351,393,28.7014757,-82.360273,2018
Citrus,A. lanigera,asexual,Qg,FL,12/17/18,3/4/19,cynipid,dead,2,LZ,351,428,28.7014757,-82.360273,2018
Citrus,A. lanigera,asexual,Qg,FL,12/17/18,2/11/19,cynipid,alive,1,LZ,351,407,28.7014757,-82.360273,2018
Citrus,A. lanigera,asexual,Qg,FL,12/17/18,2/4/19,cynipid,alive,1,LZ,351,400,28.7014757,-82.360273,2018
Citrus,A. lanigera,asexual,Qg,FL,12/17/18,2/6/19,cynipid,alive,1,LZ,351,402,28.7014757,-82.360273,2018
Citrus,A. lanigera,asexual,Qv,FL,12/17/18,1/18/19,cynipid,alive,2,LZ,351,383,28.7014757,-82.360273,2018
Citrus,D. q. virens,asexual,Qv,FL,12/17/18,1/16/19,cynipid,dead,2,LZ,351,381,28.7014757,-82.360273,2018
Cross City,A. lanigera,asexual,Qv,FL,12/18/18,1/28/19,cynipid,alive,21,LZ,352,393,29.6192179,-83.0988123,2018
Cross City,D. q. virens,asexual,Qg,FL,12/18/18,1/14/19,cynipid,alive,3,LZ,352,379,29.6192179,-83.0988123,2018
Cross City,D. q. virens,asexual,Qg,FL,12/18/18,1/21/19,cynipid,alive,2,LZ,352,386,29.6192179,-83.0988123,2018
Cross City,A. lanigera,asexual,Qv,FL,12/18/18,1/28/19,cynipid,dead,5,LZ,352,393,29.6192179,-83.0988123,2018
